chr1	16766	16857	2	2	1	0	1	15
chr1	501621	502186	2	2	1	1	0	6
chr1	954083	955922	2	2	1	1	0	8
chr1	956014	956094	2	2	1	1	0	13
chr1	973011	973499	1	1	1	1	0	9
chr1	1042163	1043238	1	1	1	1	0	13
chr1	1049060	1049235	1	1	1	1	0	12
chr1	1300069	1300157	2	2	1	1	0	14
chr1	1312701	1312786	2	2	1	2	0	12
chr1	1355153	1355243	2	2	1	1	0	18
chr1	1355346	1355449	2	2	1	1	0	20
chr1	1564917	1574477	2	2	1	1	0	22
chr1	1637514	1637761	2	2	1	1	0	13
chr1	1637884	1638499	2	2	1	1	0	17
chr1	1787054	1787321	2	2	1	1	0	13
chr1	1790597	1793244	2	2	1	1	0	24
chr1	2400936	2402206	1	1	1	1	0	11
chr1	2509061	2509861	2	2	1	1	0	17
chr1	3835093	3836494	2	2	1	1	0	23
chr1	5864034	5864337	2	2	1	1	0	14
chr1	5864518	5865101	2	2	1	1	0	22
chr1	6186817	6192929	2	2	1	1	0	12
chr1	6193055	6197651	2	2	1	2	1	19
chr1	6197757	6199561	2	2	1	1	0	16
chr1	6349867	6393256	2	2	1	2	0	19
chr1	6637505	6638294	2	2	1	1	0	21
chr1	6645127	6645788	2	2	1	1	0	11
chr1	6678468	6680907	2	2	1	1	0	11
chr1	6681038	6701728	2	2	1	1	0	14
chr1	7961794	7962762	1	1	1	1	0	9
chr1	7962876	7965323	1	1	1	3	0	16
chr1	7965426	7969344	1	1	1	1	0	21
chr1	7977739	7984893	1	1	1	1	0	10
chr1	8861430	8862886	2	2	1	2	0	15
chr1	8862946	8863234	2	2	1	4	0	22
chr1	8863344	8863890	2	2	1	1	0	15
chr1	8864093	8865284	2	2	1	5	0	21
chr1	8865483	8866278	2	2	1	2	0	17
chr1	8866502	8867116	2	2	1	3	0	20
chr1	8868058	8870451	2	2	1	2	0	19
chr1	8870511	8871890	2	2	1	5	0	22
chr1	8871987	8874823	2	2	1	3	0	18
chr1	8874918	8878579	2	2	1	1	0	15
chr1	9733547	9733971	2	2	1	1	0	24
chr1	9922359	9931890	2	2	1	1	0	7
chr1	11054886	11054961	2	2	1	1	0	15
chr1	11056758	11058799	2	2	1	1	0	9
chr1	11210907	11212311	2	2	1	1	0	10
chr1	11833639	11833876	1	1	1	1	0	15
chr1	11923490	11925204	2	2	1	1	0	22
chr1	11967092	11970669	1	1	1	1	0	24
chr1	11970817	11972871	1	1	1	1	0	13
chr1	12194033	12194583	1	1	1	1	0	19
chr1	12343052	12345373	1	1	1	1	0	15
chr1	12362851	12363071	1	1	1	1	0	18
chr1	15937646	15937811	1	1	1	1	0	7
chr1	16135190	16135654	2	2	1	1	0	6
chr1	16149048	16150895	2	2	1	1	0	12
chr1	17000313	17000399	2	2	1	1	0	17
chr1	17588480	17602126	1	1	1	1	0	9
chr1	18886512	18889361	2	2	1	1	0	22
chr1	19110833	19112523	2	2	1	1	0	18
chr1	19153503	19153767	2	2	1	1	0	12
chr1	19163828	19164252	2	2	1	1	0	19
chr1	19164442	19164798	2	2	1	1	0	11
chr1	19168185	19169434	2	2	1	1	0	17
chr1	19179221	19183810	2	2	1	1	0	12
chr1	19197266	19197669	2	2	1	1	0	17
chr1	19307411	19308157	2	2	1	1	0	15
chr1	19339618	19344357	2	2	1	1	0	15
chr1	19622148	19623473	1	1	1	1	0	11
chr1	19700886	19737371	2	2	1	1	0	23
chr1	20656188	20660880	2	2	1	1	0	16
chr1	20851479	20853559	2	2	1	1	0	19
chr1	20886372	20893516	2	2	1	1	0	14
chr1	21290157	21290363	2	2	1	1	0	15
chr1	21828153	21828254	2	2	1	1	0	20
chr1	22052743	22078428	1	1	1	1	0	12
chr1	22078584	22081721	1	1	1	3	0	24
chr1	22081795	22086438	1	1	1	4	0	24
chr1	22086549	22086668	1	1	1	1	0	21
chr1	22086867	22091427	1	1	1	1	0	19
chr1	22490646	22491399	1	1	1	1	0	23
chr1	23311323	23313552	2	2	1	1	0	17
chr1	23441731	23442185	2	2	1	1	0	24
chr1	23558416	23558934	2	2	1	1	0	13
chr1	23692760	23693806	1	1	1	1	0	20
chr1	23694792	23695797	1	1	1	2	0	19
chr1	23695909	23696343	1	1	1	1	0	19
chr1	23796783	23796875	2	2	1	1	0	16
chr1	23798231	23798614	2	2	1	1	0	7
chr1	24445245	24449480	1	1	1	1	0	14
chr1	24453505	24456137	1	1	1	1	0	24
chr1	24840042	24840772	1	1	1	1	0	7
chr1	25808790	25809025	1	1	1	1	0	23
chr1	26268636	26269459	1	1	1	1	0	8
chr1	26269615	26271013	1	1	1	1	0	15
chr1	26280933	26281057	1	1	1	1	0	16
chr1	26282790	26282863	2	2	1	1	0	19
chr1	26941661	26941752	1	1	1	1	0	21
chr1	27303796	27305000	1	1	1	1	0	8
chr1	28508161	28508829	1	1	1	1	0	21
chr1	28737683	28738258	1	1	1	1	0	12
chr1	28743987	28768928	1	1	1	1	0	23
chr1	29109438	29112367	1	1	1	1	0	9
chr1	29112449	29115698	1	1	1	1	0	11
chr1	29166065	29166728	2	2	1	1	0	10
chr1	31261633	31267870	2	2	1	1	0	10
chr1	31433186	31434063	1	1	1	2	0	22
chr1	31915988	31918969	2	2	1	1	0	23
chr1	32033335	32036909	1	1	1	1	0	23
chr1	32038037	32038551	1	1	1	1	0	17
chr1	32158362	32159399	1	1	1	1	0	14
chr1	32224476	32226170	1	1	1	1	0	18
chr1	32229209	32230926	1	1	1	1	0	15
chr1	32332750	32333016	1	1	1	1	0	10
chr1	32768118	32768651	1	1	1	1	0	16
